annee_numero_de_tirage;1er_ou_2eme_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;boule_6;boule_complementaire;combinaison_gagnante_en_ordre_croissant;numero_joker;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;numero_jokerplus;devise;
2008012;2;SA;20080209;20080410;37;40;14;8;18;31;35;8-14-18-31-37-40;;1;1951009;20;4764,6;375;875,6;918;43,4;18230;21,7;22239;4,6;330563;2,3;8 952 136;eur;
2008012;1;SA;20080209;20080410;38;45;13;27;12;41;21;12-13-27-38-41-45;;2;456002;9;10541,5;282;1151,8;755;45,2;17774;22,6;23813;4,6;336010;2,3;8 952 136;eur;
2008011;2;ME;20080206;20080407;2;47;3;17;44;31;39;2-3-17-31-44-47;;1;1699509;5;16388,1;239;1181,8;636;49,4;14082;24,7;17378;4,8;283007;2,4;3 421 039;eur;
2008011;1;ME;20080206;20080407;8;22;46;2;10;16;7;2-8-10-16-22-46;;0;0;15;5522,6;522;551,2;1754;28,4;23131;14,2;40024;7,4;343625;3,7;3 421 039;eur;
2008010;2;SA;20080202;20080403;39;26;19;5;6;18;42;5-6-18-19-26-39;;0;0;7;16318,8;413;960,5;1021;39,2;24965;19,6;28953;4;471173;2;0 746 194;eur;
2008010;1;SA;20080202;20080403;31;15;32;5;30;34;35;5-15-30-31-32-34;;2;552140;9;12778,6;302;1299,6;3351;39,6;20011;19,8;28155;4,8;375953;2,4;0 746 194;eur;
2008009;2;ME;20080130;20080331;19;8;35;4;34;6;17;4-6-8-19-34-35;;2;846317;11;7460;335;847,8;966;36,2;18893;18,1;25383;3,8;338527;1,9;5 163 601;eur;
2008009;1;ME;20080130;20080331;3;33;38;9;48;2;28;2-3-9-33-38-48;;1;782902;4;20136,3;213;1311,6;683;48,6;14087;24,3;21252;4,4;293881;2,2;5 163 601;eur;
2008008;2;SA;20080126;20080327;33;31;38;45;47;10;35;10-31-33-38-45-47;;2;971214;14;6734,9;331;979,2;990;43;18151;21,5;24855;4,8;309201;2,4;3 924 763;eur;
2008008;1;SA;20080126;20080327;42;46;22;20;48;34;39;20-22-34-42-46-48;;1;897258;7;13431,7;328;987,8;679;52,4;15105;26,2;18732;5,6;274707;2,8;3 924 763;eur;
2008007;2;ME;20080123;20080324;38;25;45;44;31;17;35;17-25-31-38-44-45;;3;1333334;4;25171,1;407;878,1;752;45;19576;22,5;24014;5;334677;2,5;6 886 401;eur;
2008007;1;ME;20080123;20080324;28;24;10;7;25;38;11;7-10-24-25-28-38;;0;0;14;7388;475;757,6;1624;32,2;26151;16,1;42599;7,2;454683;3,6;6 886 401;eur;
2008006;2;SA;20080119;20080320;15;24;44;34;16;13;7;13-15-16-24-34-44;;1;1940727;10;9441,1;301;1076;1110;47,2;16166;23,6;32525;4,6;309985;2,3;1 745 189;eur;
2008006;1;SA;20080119;20080320;34;17;24;39;37;35;27;17-24-34-35-37-39;;3;303590;20;4739,6;1229;267,5;1047;39;20080;19,5;24588;4,8;307946;2,4;1 745 189;eur;
2008005;2;ME;20080116;20080317;2;41;33;14;34;37;36;2-14-33-34-37-41;;0;0;5;16232,1;219;1273,7;399;61,6;11405;30,8;16208;5,6;230991;2,8;0 664 258;eur;
2008005;1;ME;20080116;20080317;38;31;1;14;26;16;43;1-14-16-26-31-38;;1;781057;8;10218,8;330;858,1;763;41,8;16422;20,9;18518;4,4;297485;2,2;0 664 258;eur;
2008004;2;SA;20080112;20080313;34;26;39;35;37;17;22;17-26-34-35-37-39;;0;0;5;20846,6;411;893,4;957;41,2;21782;20,6;25316;5;343112;2,5;7 624 506;eur;
2008004;1;SA;20080112;20080313;5;21;24;36;19;9;47;5-9-19-21-24-36;;0;0;26;4107,3;666;555,6;1430;29;30727;14,5;31210;7,2;493514;3,6;7 624 506;eur;
2008003;2;ME;20080109;20080310;26;9;39;33;44;42;11;9-26-33-39-42-44;;1;1704733;5;16436,3;264;1076,7;856;45,6;14943;22,8;24673;4,8;271846;2,4;2 343 547;eur;
2008003;1;ME;20080109;20080310;16;3;11;29;5;12;43;3-5-11-12-16-29;;4;200103;7;11827,1;771;374,3;798;22,2;32455;11,1;20909;3;457384;1,5;2 343 547;eur;
2008002;2;SA;20080105;20080306;20;7;40;16;47;37;8;7-16-20-37-40-47;;1;1984565;6;15984,7;360;925,6;746;44;18671;22;24590;4,6;337822;2,3;0 285 538;eur;
2008002;1;SA;20080105;20080306;3;25;46;11;5;37;33;3-5-11-25-37-46;;1;920029;18;5380,7;498;675,3;1250;34;23599;17;30535;3,8;406406;1,9;0 285 538;eur;
2008001;2;ME;20080102;20080303;29;7;37;5;31;8;38;5-7-8-29-31-37;;1;1638373;4;19579;339;815,2;525;36,2;19155;18,1;15903;3,6;362940;1,8;7 524 547;eur;
2008001;1;ME;20080102;20080303;6;3;19;8;37;22;18;3-6-8-19-22-37;;2;383214;15;5323,9;513;540,5;1072;29;23077;14,5;27060;3,4;367907;1,7;7 524 547;eur;
2007104;2;SA;20071229;20080228;27;10;13;8;41;35;48;8-10-13-27-35-41;;0;0;12;12050,7;544;918,5;1382;39,6;30790;19,8;35939;4,2;554879;2,1;0 528 476;eur;
2007104;1;SA;20071229;20080228;32;48;31;26;25;49;29;25-26-31-32-48-49;;2;692611;4;34941,5;440;1126,6;1045;51,8;23546;25,9;29664;5,2;446672;2,6;0 528 476;eur;
2007103;2;ME;20071226;20080225;9;8;16;11;40;28;22;8-9-11-16-28-40;;2;818061;10;7928,1;395;698,6;995;32;20696;16;27052;3,4;356932;1,7;4 652 392;eur;
2007103;1;ME;20071226;20080225;41;39;27;14;35;33;43;14-27-33-35-39-41;;1;757030;6;13188,1;319;859,9;696;47,8;13843;23,9;16894;5,4;235301;2,7;4 652 392;eur;
2007102;2;SA;20071222;20080221;17;33;43;32;28;41;45;17-28-32-33-41-43;;1;7000000;16;8379;414;1109,1;1140;48,4;23111;24,2;33398;4,8;436544;2,4;5 194 764;eur;
2007102;1;SA;20071222;20080221;31;14;25;15;11;28;35;11-14-15-25-28-31;;3;429448;11;12170,4;626;745,6;1083;36,6;31474;18,3;32474;4;537929;2;5 194 764;eur;
2007101;2;ME;20071219;20080218;20;27;14;1;15;43;17;1-14-15-20-27-43;;1;1666958;6;13485;243;1141,2;593;51,4;13303;25,7;20033;5;260041;2,5;1 460 199;eur;
2007101;1;ME;20071219;20080218;45;19;48;3;30;32;29;3-19-30-32-45-48;;0;0;6;13485;293;953;614;45,6;15103;22,8;17004;10;274572;5;1 460 199;eur;
2007100;2;SA;20071215;20080214;46;42;37;31;7;44;17;7-31-37-42-44-46;;0;0;5;18314,4;259;1223,9;857;48,6;15841;24,3;25643;4,8;306757;2,4;9 596 590;eur;
2007100;1;SA;20071215;20080214;21;47;15;4;40;25;30;4-15-21-25-40-47;;1;884797;14;6640,6;308;1035,2;957;47;16234;23,5;25222;4,8;302720;2,4;9 596 590;eur;
2007099;2;ME;20071212;20080211;45;28;22;15;21;41;23;15-21-22-28-41-45;;1;4000000;5;19664;223;1521,4;651;56,6;14894;28,3;20477;5,4;300905;2,7;0 053 885;eur;
2007099;1;ME;20071212;20080211;17;10;38;44;4;27;30;4-10-17-27-38-44;;1;952037;8;12482,9;382;904;1009;40,2;20777;20,1;27907;4,2;375075;2,1;0 053 885;eur;
2007098;2;SA;20071208;20080207;44;14;25;3;15;34;8;3-14-15-25-34-44;;5;376886;8;11376,9;366;861,5;906;46,4;16173;23,2;27046;4,8;294381;2,4;3 880 149;eur;
2007098;1;SA;20071208;20080207;43;19;3;2;42;28;13;2-3-19-28-42-43;;2;437757;6;15123;236;1315,2;816;51,4;14651;25,7;26631;4,8;294106;2,4;3 880 149;eur;
2007097;2;ME;20071205;20080204;28;24;20;46;49;42;39;20-24-28-42-46-49;;3;555602;4;19816,3;274;1011,7;515;52,4;13090;26,2;16086;5;259404;2,5;8 957 578;eur;
2007097;1;ME;20071205;20080204;39;25;37;33;32;17;2;17-25-32-33-37-39;;0;0;4;19816,3;311;895,8;620;40,4;17103;20,2;17229;9,6;286629;4,8;8 957 578;eur;
2007096;2;SA;20071201;20080131;2;20;15;4;39;44;11;2-4-15-20-39-44;;0;0;13;7062,2;289;1087,9;1067;47,2;15663;23,6;30100;4,8;294162;2,4;3 364 482;eur;
2007096;1;SA;20071201;20080131;34;30;23;19;48;47;38;19-23-30-34-47-48;;4;221332;5;18101,8;230;1357,2;953;52,4;14141;26,2;24126;5,2;280635;2,6;3 364 482;eur;
2007095;2;ME;20071128;20080128;35;16;34;2;29;24;37;2-16-24-29-34-35;;0;0;3;32491,4;188;1811,7;659;58,2;14599;29,1;21012;5,4;305115;2,7;1 892 788;eur;
2007095;1;ME;20071128;20080128;36;17;30;23;42;38;33;17-23-30-36-38-42;;1;959558;5;19815;328;1054,6;957;49;16966;24,5;28008;5;312900;2,5;1 892 788;eur;
2007094;2;SA;20071124;20080124;44;29;17;26;27;22;3;17-22-26-27-29-44;;1;1851609;6;14961,1;266;1158,3;814;45,6;16474;22,8;25895;4,6;306498;2,3;2 357 891;eur;
2007094;1;SA;20071124;20080124;19;29;16;48;9;2;13;2-9-16-19-29-48;;1;858834;9;10003;408;768,4;1187;33,2;22515;16,6;32896;3,8;366378;1,9;2 357 891;eur;
2007093;2;ME;20071121;20080121;8;33;22;43;17;30;35;8-17-22-30-33-43;;3;539583;8;9784,5;287;940,7;600;46,8;14183;23,4;17381;4,6;273721;2,3;7 948 322;eur;
2007093;1;ME;20071121;20080121;20;32;6;38;27;14;42;6-14-20-27-32-38;;0;0;4;19267,2;273;987;617;42,6;15664;21,3;17624;10;262455;5;7 948 322;eur;
2007092;2;SA;20071117;20080117;22;33;8;31;34;13;38;8-13-22-31-33-34;;1;1865506;8;11333,4;320;976,3;804;39,8;19331;19,9;23457;4,2;351689;2,1;3 625 006;eur;
2007092;1;SA;20071117;20080117;23;11;1;16;40;15;34;1-11-15-16-23-40;;1;865230;8;11333,4;311;1003,5;673;43,4;17873;21,7;19718;4,2;347290;2,1;3 625 006;eur;
2007091;2;ME;20071114;20080114;43;18;34;16;17;20;15;16-17-18-20-34-43;;2;833245;2;38871,8;174;1572,8;1084;53,6;11676;26,8;16962;5,4;237661;2,7;7 505 535;eur;
2007091;1;ME;20071114;20080114;7;44;41;39;32;29;12;7-29-32-39-41-44;;2;388396;5;16028,9;196;1400,5;715;53,8;12347;26,9;20649;5,2;238658;2,6;7 505 535;eur;
2007090;2;SA;20071110;20080110;46;25;11;33;48;28;35;11-25-28-33-46-48;;1;4000000;6;17179,8;405;889,1;767;41,6;21458;20,8;22216;4,6;377301;2,3;6 136 164;eur;
2007090;1;SA;20071110;20080110;30;31;41;42;19;28;25;19-28-30-31-41-42;;0;0;9;11564,4;241;1468,2;775;54;16172;27;24723;10,8;317221;5,4;6 136 164;eur;
2007089;2;ME;20071107;20080107;9;28;44;40;42;11;7;9-11-28-40-42-44;;1;1650097;12;6693;242;1134,5;1034;45,2;14192;22,6;30510;4,4;279111;2,2;5 697 205;eur;
2007089;1;ME;20071107;20080107;45;40;42;21;8;35;44;8-21-35-40-42-45;;0;0;5;15931,6;198;1378,2;468;57,2;11958;28,6;18678;10,6;247934;5,3;5 697 205;eur;
2007088;2;SA;20071103;20080103;11;41;6;20;39;47;4;6-11-20-39-41-47;;0;0;6;14894,6;289;1064,3;752;49,8;15017;24,9;24145;4,8;291870;2,4;0 503 961;eur;
2007088;1;SA;20071103;20080103;4;33;3;45;28;1;27;1-3-4-28-33-45;;0;0;4;21941,7;272;1128,5;708;45,8;16568;22,9;22456;9;334916;4,5;0 503 961;eur;
2007087;2;ME;20071031;20071231;16;46;24;19;23;30;41;16-19-23-24-30-46;;1;7000000;8;14350,3;361;1091,9;912;45,2;21533;22,6;25368;4,6;402822;2,3;2 672 969;eur;
2007087;1;ME;20071031;20071231;39;40;19;30;7;34;43;7-19-30-34-39-40;;3;369100;3;36957,6;448;887,2;1088;40;24234;20;28798;4,2;432031;2,1;2 672 969;eur;
2007086;2;SA;20071027;20071227;39;21;26;48;28;11;49;11-21-26-28-39-48;;1;1873943;3;29465,7;271;1151;667;47,6;16213;23,8;21733;4,8;302743;2,4;8 519 356;eur;
2007086;1;SA;20071027;20071227;25;28;8;42;37;46;31;8-25-28-37-42-46;;3;293105;4;22299,4;489;649,2;769;45,4;16909;22,7;20740;5;296835;2,5;8 519 356;eur;
2007085;2;ME;20071024;20071224;36;38;29;21;3;28;25;3-21-28-29-36-38;;0;0;4;19223,6;185;1435,1;493;60,8;10819;30,4;17624;5,4;227965;2,7;5 022 718;eur;
2007085;1;ME;20071024;20071224;27;33;6;36;17;5;10;5-6-17-27-33-36;;3;251286;4;19223,6;253;1059,6;869;38,6;16783;19,3;27815;4;297555;2;5 022 718;eur;
2007084;2;SA;20071020;20071220;31;6;48;15;4;11;29;4-6-11-15-31-48;;3;1333334;12;9180,6;547;701,4;1271;33,6;27531;16,8;31968;3,8;464630;1,9;0 816 232;eur;
2007084;1;SA;20071020;20071220;5;39;37;34;9;18;2;5-9-18-34-37-39;;3;353859;11;10011,7;539;711,8;1044;39,4;23543;19,7;31462;4,2;408595;2,1;0 816 232;eur;
2007083;2;ME;20071017;20071217;2;47;28;40;13;42;49;2-13-28-40-42-47;;0;0;5;15728,9;182;1476,4;636;53,8;12233;26,9;21317;5;249605;2,5;7 661 066;eur;
2007083;1;ME;20071017;20071217;45;38;14;19;9;18;17;9-14-18-19-38-45;;2;380837;3;25681,4;319;858,7;653;38,2;17691;19,1;21297;4;318089;2;7 661 066;eur;
2007082;2;SA;20071013;20071213;25;23;11;49;3;24;9;3-11-23-24-25-49;;1;1912024;18;5184,2;381;845,9;1586;35,6;20784;17,8;41930;3,6;377280;1,8;6 628 366;eur;
2007082;1;SA;20071013;20071213;30;47;39;11;40;38;44;11-30-38-39-40-47;;1;886640;4;22739,1;180;1747,9;759;60;12740;30;20849;5,4;273302;2,7;6 628 366;eur;
2007081;2;ME;20071010;20071210;21;25;2;4;46;1;8;1-2-4-21-25-46;;0;0;9;8975;286;972,5;1129;40;16277;20;33703;4;302758;2;5 229 976;eur;
2007081;1;ME;20071010;20071210;15;24;34;42;40;12;26;12-15-24-34-40-42;;1;771491;18;4506,5;265;1046,5;784;45,2;14866;22,6;22367;4,6;271257;2,3;5 229 976;eur;
2007080;2;SA;20071006;20071206;38;8;5;39;1;28;33;1-5-8-28-38-39;;2;2000000;4;25750,6;396;921,9;819;42,8;21007;21,4;24990;4,4;398006;2,2;1 090 693;eur;
2007080;1;SA;20071006;20071206;31;36;28;40;14;35;17;14-28-31-35-36-40;;5;204337;4;25750,6;301;1200,9;1012;51,4;16897;25,7;26269;5,2;324162;2,6;1 090 693;eur;
2007079;2;ME;20071003;20071203;42;18;40;30;21;3;44;3-18-21-30-40-42;;2;830809;14;5762,1;355;788,1;778;42,8;15668;21,4;18701;4,8;272752;2,4;6 566 474;eur;
2007079;1;ME;20071003;20071203;2;6;30;5;15;18;19;2-5-6-15-18-30;;1;768703;12;6716,1;598;468,6;1432;26;25456;13;34223;3,2;386135;1,6;6 566 474;eur;
2007078;2;SA;20070929;20071129;23;25;30;6;24;8;21;6-8-23-24-25-30;;4;470833;10;9107,7;379;833,2;999;38;20003;19;27763;4;368132;2;2 496 797;eur;
2007078;1;SA;20070929;20071129;1;34;29;49;33;24;42;1-24-29-33-34-49;;0;0;6;15120,7;211;1466,2;530;51,8;15084;25,9;18713;10,2;302646;5,1;2 496 797;eur;
2007077;2;ME;20070926;20071126;18;4;5;11;48;31;27;4-5-11-18-31-48;;3;538751;14;5598,8;391;696,3;1151;34;18762;17;29079;3,6;331808;1,8;4 036 274;eur;
2007077;1;ME;20070926;20071126;8;16;31;10;34;26;48;8-10-16-26-31-34;;2;376353;9;8688,2;400;680,6;802;35;18841;17,5;21177;4;321878;2;4 036 274;eur;
2007076;2;SA;20070922;20071122;38;1;25;49;2;22;9;1-2-22-25-38-49;;1;4000000;16;6739,4;398;933,2;1453;39,8;21869;19,9;43329;4;395928;2;5 984 381;eur;
2007076;1;SA;20070922;20071122;24;36;27;31;8;34;21;8-24-27-31-34-36;;2;516597;12;8973,2;345;1070,7;866;45,6;19892;22,8;25212;4,6;376625;2,3;5 984 381;eur;
2007075;2;ME;20070919;20071119;10;8;41;39;46;2;21;2-8-10-39-41-46;;3;550943;7;11411,7;241;1135,7;736;51;12932;25,5;20094;4,8;260776;2,4;6 270 896;eur;
2007075;1;ME;20070919;20071119;8;10;28;20;33;45;38;8-10-20-28-33-45;;0;0;7;11411,7;314;880,5;589;39,4;17445;19,7;18051;8,8;306179;4,4;6 270 896;eur;
2007074;2;SA;20070915;20071115;18;15;23;25;41;2;27;2-15-18-23-25-41;;1;1860465;6;15029,2;301;1032,8;831;45,8;16438;22,9;25142;4,6;311230;2,3;0 773 454;eur;
2007074;1;SA;20070915;20071115;47;21;30;10;28;39;12;10-21-28-30-39-47;;0;0;6;15029,2;267;1159,5;771;51,8;14496;25,9;25783;10,4;279775;5,2;0 773 454;eur;
2007073;2;ME;20070912;20071112;7;41;21;39;2;17;3;2-7-17-21-39-41;;1;4000000;8;11211,7;388;803,5;944;39,8;18825;19,9;28906;4,2;335711;2,1;0 122 844;eur;
2007073;1;ME;20070912;20071112;45;49;23;48;6;33;11;6-23-33-45-48-49;;2;431446;7;12807,9;273;1126;1035;46;15840;23;28738;4,4;310880;2,2;0 122 844;eur;
2007072;2;SA;20070908;20071108;4;5;19;1;17;20;48;1-4-5-17-19-20;;1;1850182;13;6931,5;881;355,7;1018;23,6;32847;11,8;25149;3,2;472308;1,6;1 861 889;eur;
2007072;1;SA;20070908;20071108;26;40;28;12;43;47;5;12-26-28-40-43-47;;2;432527;5;17780;264;1165,9;891;50,4;14638;25,2;24997;5;278799;2,5;1 861 889;eur;
2007071;2;ME;20070905;20071105;38;10;5;12;35;49;28;5-10-12-35-38-49;;1;1630478;12;6613,3;285;957,9;1021;36,8;17747;18,4;25441;3,8;328122;1,9;7 542 676;eur;
2007071;1;ME;20070905;20071105;31;12;43;49;18;25;13;12-18-25-31-43-49;;0;0;9;8805;361;764,3;880;37,6;17526;18,8;29549;8,4;296004;4,2;7 542 676;eur;
2007070;2;SA;20070901;20071101;46;37;16;48;9;18;20;9-16-18-37-46-48;;3;629832;7;13042,6;243;1282,8;685;49,4;15646;24,7;21983;4,8;307061;2,4;1 938 170;eur;
2007070;1;SA;20070901;20071101;45;27;39;31;18;1;34;1-18-27-31-39-45;;3;293936;7;13042,6;423;752,6;862;38,2;20261;19,1;22475;4,4;331587;2,2;1 938 170;eur;
2007069;2;ME;20070829;20071029;17;3;14;36;11;43;44;3-11-14-17-36-43;;4;408008;1;74914,2;259;1046;544;42,6;15894;21,3;16439;4,4;290505;2,2;8 064 299;eur;
2007069;1;ME;20070829;20071029;39;14;32;19;20;26;5;14-19-20-26-32-39;;2;379803;6;13133,7;253;1070;690;46;14336;23;21363;5,2;235634;2,6;8 064 299;eur;
2007068;2;SA;20070825;20071025;44;37;45;16;3;2;18;2-3-16-37-44-45;;1;4000000;9;11770,7;284;1273,4;697;58,8;15145;29,4;23544;5,4;314030;2,7;0 661 118;eur;
2007068;1;SA;20070825;20071025;22;13;12;19;8;15;5;8-12-13-15-19-22;;4;255821;44;2437,9;710;520,1;3011;25,8;31594;12,9;62055;3,2;492665;1,6;0 661 118;eur;
2007067;2;ME;20070822;20071022;7;14;34;40;36;44;24;7-14-34-36-40-44;;0;0;6;13002,8;219;1218,2;1326;44;13618;22;25684;4,6;258205;2,3;2 208 805;eur;
2007067;1;ME;20070822;20071022;14;13;48;29;30;46;37;13-14-29-30-46-48;;0;0;2;37647,4;190;1398,4;417;59,8;11153;29,9;13316;11,4;235256;5,7;2 208 805;eur;
2007066;2;SA;20070818;20071018;39;35;13;48;8;41;1;8-13-35-39-41-48;;0;0;2;41764,7;226;1309,5;629;53;13784;26,5;19823;5,2;267465;2,6;7 449 874;eur;
2007066;1;SA;20070818;20071018;29;31;30;17;10;41;43;10-17-29-30-31-41;;2;417559;2;41764,7;223;1326,6;523;52,8;14060;26,4;17635;4,8;292266;2,4;7 449 874;eur;
2007065;2;ME;20070815;20071015;7;32;38;30;36;35;8;7-30-32-35-36-38;;0;0;3;24127,8;607;425,6;467;41,4;15480;20,7;14870;5,2;233441;2,6;4 769 122;eur;
2007065;1;ME;20070815;20071015;9;32;44;8;33;31;3;8-9-31-32-33-44;;0;0;2;35791,6;180;1401,6;553;58,8;10460;29,4;19096;10,2;237143;5,1;4 769 122;eur;
2007064;2;SA;20070811;20071011;18;35;36;38;13;31;2;13-18-31-35-36-38;;1;4000000;7;15152,6;381;962,9;779;47,4;19044;23,7;24375;4,8;350062;2,4;3 166 892;eur;
2007064;1;SA;20070811;20071011;12;25;46;23;38;19;9;12-19-23-25-38-46;;2;510994;17;6276,2;486;763,1;1589;37;23183;18,5;39494;4,2;387802;2,1;3 166 892;eur;
2007063;2;ME;20070808;20071008;47;13;35;41;19;29;43;13-19-29-35-41-47;;0;0;4;19392,2;258;1049;625;51,4;12855;25,7;18001;5;247143;2,5;1 765 470;eur;
2007063;1;ME;20070808;20071008;21;13;46;45;32;38;11;13-21-32-38-45-46;;0;0;2;37984;212;1268,3;539;55,2;12018;27,6;18006;11;234874;5,5;1 765 470;eur;
2007062;2;SA;20070804;20071004;8;34;32;36;46;44;29;8-32-34-36-44-46;;0;0;4;21524,1;448;683;575;48,2;15573;24,1;16648;5,4;264839;2,7;1 260 596;eur;
2007062;1;SA;20070804;20071004;32;20;26;40;49;38;3;20-26-32-38-40-49;;1;838212;9;9760,3;310;975,9;693;43,6;17134;21,8;20332;5;277908;2,5;1 260 596;eur;
2007061;2;ME;20070801;20071001;41;24;29;6;33;4;25;4-6-24-29-33-41;;1;1637818;2;38344,8;212;1280,3;562;47,8;14182;23,9;18327;4,6;274554;2,3;8 753 198;eur;
2007061;1;ME;20070801;20071001;24;2;41;38;42;23;27;2-23-24-38-41-42;;1;760433;7;11361;165;1634,1;615;59,8;10983;29,9;19744;5,4;231794;2,7;8 753 198;eur;
2007060;2;SA;20070728;20070927;39;20;48;8;33;24;15;8-20-24-33-39-48;;1;4000000;12;8337,8;413;839,3;1015;43,8;18968;21,9;25580;4,8;333621;2,4;1 030 908;eur;
2007060;1;SA;20070728;20070927;22;40;36;3;20;39;37;3-20-22-36-39-40;;1;952403;3;32252;224;1515,4;634;56,6;14984;28,3;18883;5,6;293014;2,8;1 030 908;eur;
2007059;2;ME;20070725;20070924;8;30;33;47;6;46;32;6-8-30-33-46-47;;0;0;3;26047,1;219;1251;457;51,4;13450;25,7;14431;5;269305;2,5;5 127 338;eur;
2007059;1;ME;20070725;20070924;21;31;6;12;17;11;5;6-11-12-17-21-31;;2;386367;17;4740,9;528;529,5;1798;26;24689;13;40273;3,2;375075;1,6;5 127 338;eur;
2007058;2;SA;20070721;20070920;3;22;15;4;33;23;36;3-4-15-22-23-33;;2;950807;3;29782,2;273;1155;649;45,2;17376;22,6;19797;4,4;350544;2,2;3 473 721;eur;
2007058;1;SA;20070721;20070920;31;27;13;29;34;11;35;11-13-27-29-31-34;;3;296332;3;29782,2;358;889,8;663;39;20405;19,5;19960;4,2;364543;2,1;3 473 721;eur;
2007057;2;ME;20070718;20070917;12;14;38;17;28;45;40;12-14-17-28-38-45;;1;4000000;8;12232,1;345;977,6;813;45,2;18301;22,6;23264;4,6;350256;2,3;6 181 214;eur;
2007057;1;ME;20070718;20070917;21;6;31;1;13;11;22;1-6-11-13-21-31;;5;189279;16;6135,1;979;348,5;1855;22,2;36602;11,1;37803;3,2;489682;1,6;6 181 214;eur;
2007056;2;SA;20070714;20070913;23;26;16;25;33;45;48;16-23-25-26-33-45;;0;0;9;9895,4;230;1319,7;609;52,2;14429;26,1;19102;4,8;294477;2,4;7 919 553;eur;
2007056;1;SA;20070714;20070913;10;39;4;20;24;15;43;4-10-15-20-24-39;;1;849690;18;4966,7;439;706,7;912;35,2;21432;17,6;19563;4;366779;2;7 919 553;eur;
2007055;2;ME;20070711;20070910;23;46;15;2;20;47;37;2-15-20-23-46-47;;2;868000;5;16667,6;226;1269,2;559;54,8;12991;27,4;16023;5,4;255024;2,7;0 721 151;eur;
2007055;1;ME;20070711;20070910;35;2;23;21;3;17;16;2-3-17-21-23-35;;0;0;6;13995,4;254;1133,5;682;42,2;16963;21,1;20736;9;310544;4,5;0 721 151;eur;
2007054;2;SA;20070707;20070906;17;4;24;21;27;34;30;4-17-21-24-27-34;;3;2333334;12;14267;698;850,8;1695;40,4;35617;20,2;47744;4;673774;2;5 089 392;eur;
2007054;1;SA;20070707;20070906;36;14;22;2;35;31;48;2-14-22-31-35-36;;1;1620441;17;10082;417;1398,5;1437;52;27386;26;37596;5,2;527368;2,6;5 089 392;eur;
2007053;2;ME;20070704;20070903;8;24;38;20;34;31;46;8-20-24-31-34-38;;0;0;2;39473,7;261;1077,4;635;51,6;13301;25,8;18868;5;265597;2,5;8 483 700;eur;
2007053;1;ME;20070704;20070903;45;44;36;33;20;18;27;18-20-33-36-44-45;;1;782929;5;16269,7;191;1458,3;850;53,6;12349;26,8;22775;5;249478;2,5;8 483 700;eur;
2007052;2;SA;20070630;20070830;6;28;33;29;43;37;45;6-28-29-33-37-43;;0;0;6;15062;197;1561,5;649;59,2;12757;29,6;21099;5,4;262695;2,7;4 528 154;eur;
2007052;1;SA;20070630;20070830;35;29;11;9;24;5;48;5-9-11-24-29-35;;2;435913;8;11328,6;524;602,8;1000;29,6;26154;14,8;25274;3,4;426575;1,7;4 528 154;eur;
2007051;2;ME;20070627;20070827;8;37;34;20;39;29;26;8-20-29-34-37-39;;0;0;6;13305,8;158;1712,1;582;61,8;10726;30,9;16676;5,6;226183;2,8;3 087 050;eur;
2007051;1;ME;20070627;20070827;42;6;29;13;12;5;45;5-6-12-13-29-42;;1;763698;6;13305,8;377;738,5;817;31,2;21846;15,6;22898;3,4;375331;1,7;3 087 050;eur;
2007050;2;SA;20070623;20070823;47;15;37;5;11;29;7;5-11-15-29-37-47;;0;0;9;11143,6;349;989,6;1403;42;19098;21;40823;4,2;350029;2,1;3 366 772;eur;
2007050;1;SA;20070623;20070823;43;13;28;7;45;18;39;7-13-18-28-43-45;;2;481878;10;10033,1;573;610;1329;33,2;25093;16,6;30201;3,8;430965;1,9;3 366 772;eur;
2007049;2;ME;20070620;20070820;12;33;45;14;15;3;43;3-12-14-15-33-45;;1;1643839;5;15873,8;333;831,8;570;39,8;17299;19,9;16502;4,2;314753;2,1;9 452 550;eur;
2007049;1;ME;20070620;20070820;14;10;2;42;5;48;41;2-5-10-14-42-48;;2;384486;3;25922,7;371;749,9;504;35,8;19454;17,9;14738;4;335555;2;9 452 550;eur;
2007048;2;SA;20070616;20070816;20;40;38;31;37;29;47;20-29-31-37-38-40;;1;1890016;6;15256,7;237;1321,6;533;64,8;11969;32,4;16284;6;247235;3;9 191 051;eur;
2007048;1;SA;20070616;20070816;32;40;26;12;3;34;31;3-12-26-32-34-40;;0;0;0;0;330;1237,3;890;43,4;17644;21,7;23202;9,4;321490;4,7;9 191 051;eur;
2007047;2;ME;20070613;20070813;15;40;3;41;34;16;39;3-15-16-34-40-41;;1;4000000;5;20304,1;252;1395,3;664;62,6;13838;31,3;18715;5,8;288745;2,9;0 577 121;eur;
